# X_0;X_1;R_0;S_0;G_0;I_0
17582;21255;143000;146372;-3372;0
13543;22229;143000;144011;-1011;0
12648;20473;143000;142875;124;1
17509;26931;143000;148087;-5087;0
16206;20661;143000;145280;-2280;0
14606;18578;143000;143578;-578;0
11961;25511;143000;143987;-987;0
17218;20452;143000;145882;-2882;0
16051;16233;143000;143802;-802;0
13673;20326;143000;143505;-505;0
16909;14574;143000;143852;-852;0
21990;22578;143000;149689;-6689;0
17058;23066;143000;146589;-3589;0
11683;17975;143000;141463;1536;1
16672;23126;143000;146353;-3353;0
17466;11456;143000;143251;-251;0
14347;19522;143000;143700;-700;0
19972;28457;143000;150185;-7185;0
15135;22599;143000;145176;-2176;0
14300;21389;143000;144249;-1249;0
14015;18468;143000;143154;-154;0
17843;28609;143000;148828;-5828;0
14617;18542;143000;143574;-574;0
19107;21881;143000;147572;-4572;0
14250;20508;143000;143942;-942;0
17987;17018;143000;145322;-2322;0
18176;23539;143000;147473;-4473;0
9234;24788;143000;141965;1034;1
15176;18075;143000;143797;-797;0
13227;16885;143000;142143;856;1
17182;22094;143000;146368;-3368;0
18542;14167;143000;144803;-1803;0
19041;21448;143000;147394;-4394;0
15216;24141;143000;145708;-2708;0
14856;16838;143000;143202;-202;0
15572;23705;143000;145807;-2807;0
14092;19662;143000;143575;-575;0
11263;18311;143000;141290;1709;1
15057;14895;143000;142731;268;1
13988;19065;143000;143321;-321;0
18809;17781;143000;146101;-3101;0
15542;12446;143000;142290;709;1
13832;17488;143000;142729;270;1
16235;24736;143000;146565;-3565;0
12985;16305;143000;141803;1196;1
15366;16961;143000;143577;-577;0
11708;20685;143000;142321;678;1
14654;19493;143000;143894;-894;0
11752;19997;143000;142137;862;1
13022;18275;143000;142439;560;1
18152;19772;143000;146287;-3287;0
14768;25430;143000;145813;-2813;0
12726;20046;143000;142794;205;1
18114;19417;143000;146151;-3151;0
13469;16648;143000;142228;771;1
13767;27616;143000;145832;-2832;0
13863;19621;143000;143412;-412;0
13526;18287;143000;142775;224;1
13725;20811;143000;143690;-690;0
15774;30782;143000;148139;-5139;0
16529;22886;143000;146184;-3184;0
15495;13389;143000;142552;447;1
15762;23823;143000;145969;-2969;0
15181;15426;143000;142978;21;1
19408;26729;143000;149276;-6276;0
12206;18965;143000;142115;884;1
10170;9602;143000;137865;5134;1
12243;22128;143000;143122;-122;0
12431;22329;143000;143309;-309;0
12865;18572;143000;142428;571;1
12506;17272;143000;141787;1212;1
13328;21178;143000;143543;-543;0
17619;12867;143000;143790;-790;0
13587;16634;143000;142302;697;1
19124;15271;143000;145530;-2530;0
16732;14739;143000;143787;-787;0
12727;18328;143000;142261;738;1
9698;17493;143000;140004;2995;1
14730;25863;143000;145922;-2922;0
14586;20694;143000;144222;-1222;0
12494;22280;143000;143335;-335;0
16557;23153;143000;146285;-3285;0
11724;22359;143000;142852;147;1
18868;32921;143000;150843;-7843;0
11588;21480;143000;142489;510;1
16572;15702;143000;143981;-981;0
14194;15958;143000;142492;507;1
15577;10125;143000;141592;1407;1
15771;24867;143000;146299;-3299;0
16072;26692;143000;147065;-4065;0
16966;22024;143000;146204;-3204;0
18766;16422;143000;145651;-2651;0
21014;16090;143000;147030;-4030;0
17308;14670;143000;144145;-1145;0
12258;16448;143000;141368;1631;1
14866;20287;143000;144280;-1280;0
15349;20519;143000;144671;-1671;0
16712;17491;143000;144629;-1629;0
14079;14269;143000;141892;1107;1
7703;24978;143000;141014;1985;1
12307;25203;143000;144120;-1120;0
16986;25355;143000;147252;-4252;0
16613;23498;143000;146429;-3429;0
18032;25158;143000;147881;-4881;0
14429;17651;143000;143173;-173;0
15376;22441;143000;145285;-2285;0
16002;16936;143000;143988;-988;0
15874;13080;143000;142706;293;1
13223;21665;143000;143625;-625;0
16405;15473;143000;143799;-799;0
18618;34430;143000;151147;-8147;0
16158;22007;143000;145666;-2666;0
15740;20659;143000;144972;-1972;0
12969;18123;143000;142357;642;1
16287;9551;143000;141882;1117;1
15524;19807;143000;144565;-1565;0
15297;16224;143000;143302;-302;0
15200;14112;143000;142582;417;1
15503;23608;143000;145732;-2732;0
12175;20573;143000;142594;405;1
16090;27890;143000;147449;-4449;0
14663;18492;143000;143589;-589;0
17119;27177;143000;147906;-4906;0
14714;23528;143000;145187;-2187;0
16628;18890;143000;145008;-2008;0
14942;23001;143000;145173;-2173;0
14305;23262;143000;144834;-1834;0
13080;15701;143000;141678;1321;1
15367;15698;143000;143185;-185;0
19845;22725;143000;148320;-5320;0
18508;18593;143000;146155;-3155;0
13465;26618;143000;145323;-2323;0
16486;24706;143000;146721;-3721;0
11767;17557;143000;141389;1610;1
16713;19480;143000;145247;-2247;0
18402;22366;143000;147257;-4257;0
12011;23940;143000;143532;-532;0
12564;20299;143000;142766;233;1
14466;16144;143000;142729;270;1
11039;17941;143000;141028;1971;1
13234;18691;143000;142708;291;1
17102;24247;143000;146984;-3984;0
15324;17041;143000;143574;-574;0
16366;21548;143000;145661;-2661;0
15508;22192;143000;145295;-2295;0
18555;14887;143000;145035;-2035;0
13517;21892;143000;143889;-889;0
14579;23737;143000;145162;-2162;0
16420;20553;143000;145387;-2387;0
20845;14660;143000;146474;-3474;0
13935;22513;143000;144358;-1358;0
15410;15374;143000;143113;-113;0
15965;18181;143000;144350;-1350;0
11181;25577;143000;143493;-493;0
14098;23712;143000;144837;-1837;0
17512;16740;143000;144923;-1923;0
15305;31117;143000;147934;-4934;0
15445;19924;143000;144549;-1549;0
14250;15275;143000;142317;682;1
17249;17541;143000;144998;-1998;0
11243;17564;143000;141045;1954;1
12861;26352;143000;144842;-1842;0
15883;19162;143000;144601;-1601;0
18383;26458;143000;148516;-5516;0
14223;24350;143000;145118;-2118;0
15866;22459;143000;145614;-2614;0
15446;21716;143000;145106;-2106;0
14024;23679;143000;144778;-1778;0
17321;23962;143000;147040;-4040;0
14784;22703;143000;144976;-1976;0
18603;16016;143000;145417;-2417;0
15006;35034;143000;148953;-5953;0
18802;24892;143000;148306;-5306;0
11816;17627;143000;141443;1556;1
21149;13230;143000;146231;-3231;0
14836;20620;143000;144364;-1364;0
15482;14631;143000;142929;70;1
14343;25650;143000;145601;-2601;0
13840;17860;143000;142850;149;1
15063;16536;143000;143245;-245;0
13600;12179;143000;140927;2072;1
10723;22562;143000;142255;744;1
15086;21621;143000;144839;-1839;0
13932;12624;143000;141284;1715;1
14325;19328;143000;143625;-625;0
14995;18567;143000;143831;-831;0
20324;23307;143000;148817;-5817;0
15963;23397;143000;145969;-2969;0
18540;18502;143000;146148;-3148;0
15609;16378;143000;143556;-556;0
14470;19684;143000;143832;-832;0
15745;22012;143000;145395;-2395;0
17012;24585;143000;147030;-4030;0
13903;21570;143000;144044;-1044;0
14993;16035;143000;143043;-43;0
12682;21776;143000;143302;-302;0
11240;26590;143000;143847;-847;0
16714;15633;143000;144053;-1053;0
13358;23622;143000;144322;-1322;0
18125;26421;143000;148334;-5334;0
14161;14956;143000;142159;840;1
13593;16391;143000;142230;769;1
14514;16671;143000;142925;74;1
17631;21062;143000;146344;-3344;0
10902;19647;143000;141467;1532;1
14381;35644;143000;148730;-5730;0
13355;17592;143000;142447;552;1
14663;13480;143000;142032;967;1
11845;23505;143000;143288;-288;0
14412;21780;143000;144444;-1444;0
16323;21183;143000;145519;-2519;0
11692;21344;143000;142515;484;1
8528;24225;143000;141324;1675;1
14436;16294;143000;142756;243;1
18367;26624;143000;148557;-5557;0
12136;19475;143000;142228;771;1
13610;15133;143000;141851;1148;1
16580;18342;143000;144806;-1806;0
18616;16096;143000;145451;-2451;0
18617;18981;143000;146348;-3348;0
13741;19219;143000;143206;-206;0
13609;22823;143000;144239;-1239;0
11364;15781;143000;140571;2428;1
16433;18363;143000;144716;-1716;0
12498;17084;143000;141724;1275;1
17358;22098;143000;146486;-3486;0
13676;23504;143000;144495;-1495;0
13313;27667;143000;145548;-2548;0
13204;25670;143000;144856;-1856;0
12824;23893;143000;144054;-1054;0
13434;19641;143000;143135;-135;0
10920;21123;143000;141938;1061;1
13678;14231;143000;141616;1383;1
16605;15036;143000;143796;-796;0
15709;15282;143000;143281;-281;0
15910;26036;143000;146754;-3754;0
12907;24336;143000;144246;-1246;0
12381;22859;143000;143440;-440;0
13081;20614;143000;143205;-205;0
17051;15045;143000;144092;-1092;0
16222;23562;143000;146191;-3191;0
15825;21996;143000;145443;-2443;0
18817;17312;143000;145961;-2961;0
12076;21211;143000;142727;272;1
15868;23561;143000;145958;-2958;0
19523;13872;143000;145358;-2358;0
14406;20974;143000;144190;-1190;0
16740;15670;143000;144082;-1082;0
14506;28060;143000;146457;-3457;0
13410;21621;143000;143734;-734;0
14469;22009;143000;144553;-1553;0
18171;24359;143000;147724;-4724;0
14228;11123;143000;141013;1986;1
15425;19633;143000;144445;-1445;0
13551;23879;143000;144529;-1529;0
11568;24041;143000;143271;-271;0
14571;16702;143000;142972;27;1
15227;10594;143000;141507;1492;1
13577;15512;143000;141947;1052;1
13841;7460;143000;139620;3379;1
16597;24866;143000;146844;-3844;0
15652;20680;143000;144920;-1920;0
15295;20223;143000;144543;-1543;0
12186;10847;143000;139581;3418;1
16540;19209;143000;145049;-2049;0
14756;22999;143000;145050;-2050;0
15349;19052;143000;144215;-1215;0
8330;18834;143000;139519;3480;1
14996;25465;143000;145974;-2974;0
17164;19165;143000;145447;-2447;0
16452;14958;143000;143670;-670;0
17601;24693;143000;147452;-4452;0
14562;15170;143000;142490;509;1
13179;22955;143000;143996;-996;0
11420;19451;143000;141748;1251;1
17113;25239;143000;147300;-4300;0
10278;24828;143000;142665;334;1
15609;16057;143000;143456;-456;0
13291;11931;143000;140646;2353;1
13790;25037;143000;145046;-2046;0
17688;17775;143000;145360;-2360;0
14622;21886;143000;144616;-1616;0
14339;16700;143000;142818;181;1
15581;15150;143000;143156;-156;0
17292;24966;143000;147333;-4333;0
13044;17210;143000;142123;876;1
13701;17344;143000;142598;401;1
17694;19046;143000;145759;-2759;0
19297;17701;143000;146398;-3398;0
13407;23361;143000;144273;-1273;0
11535;18511;143000;141532;1467;1
11240;11884;143000;139279;3720;1
19774;18360;143000;146918;-3918;0
16543;21792;143000;145853;-2853;0
15625;27491;143000;147018;-4018;0
15242;13969;143000;142565;434;1
8302;24729;143000;141332;1667;1
10509;18085;143000;140723;2276;1
15563;17446;143000;143857;-857;0
15205;29652;143000;147413;-4413;0
14394;30114;143000;147021;-4021;0
12252;14007;143000;140606;2393;1
16498;19797;143000;145204;-2204;0
17972;24680;143000;147693;-4693;0
12058;19409;143000;142156;843;1
16138;14816;143000;143419;-419;0
13558;12981;143000;141148;1851;1
9025;31478;143000;143905;-905;0
14980;17791;143000;143580;-580;0
17020;25250;143000;147242;-4242;0
17553;25955;143000;147812;-4812;0
12473;18588;143000;142174;825;1
11550;18148;143000;141429;1570;1
12209;19162;143000;142179;820;1
17113;23792;143000;146850;-3850;0
14080;19654;143000;143565;-565;0
13237;16764;143000;142112;887;1
13065;16731;143000;141988;1011;1
14094;14262;143000;141899;1100;1
10973;23096;143000;142586;413;1
15291;22205;143000;145156;-2156;0
19626;18164;143000;146759;-3759;0
16345;10121;143000;142097;902;1
11834;24070;143000;143456;-456;0
10872;15513;143000;140164;2835;1
13645;20701;143000;143604;-604;0
15000;15899;143000;143005;-5;0
16266;23239;143000;146120;-3120;0
18127;18122;143000;145758;-2758;0
17270;24096;143000;147048;-4048;0
11874;25697;143000;143988;-988;0
15101;17881;143000;143688;-688;0
10085;13964;143000;139163;3836;1
11487;16518;143000;140881;2118;1
19635;21444;143000;147784;-4784;0
12826;21121;143000;143194;-194;0
13539;16194;143000;142134;865;1
15148;12676;143000;142102;897;1
17295;22475;143000;146561;-3561;0
14346;19054;143000;143554;-554;0
12211;18915;143000;142103;896;1
14246;21520;143000;144254;-1254;0
12279;15195;143000;140992;2007;1
16162;20997;143000;145355;-2355;0
8906;14465;143000;138542;4457;1
13275;15236;143000;141662;1337;1
11704;26217;143000;144037;-1037;0
11756;23137;143000;143115;-115;0
17069;21559;143000;146128;-3128;0
16816;28366;143000;148075;-5075;0
15036;20833;143000;144562;-1562;0
20473;10266;143000;144864;-1864;0
21480;17821;143000;147875;-4875;0
16022;15313;143000;143497;-497;0
12444;16366;143000;141465;1534;1
14713;18902;143000;143749;-749;0
16111;25921;143000;146851;-3851;0
12573;18448;143000;142197;802;1
17772;20709;143000;146327;-3327;0
12510;16045;143000;141409;1590;1
12568;21910;143000;143269;-269;0
13967;14493;143000;141887;1112;1
13837;14068;143000;141670;1329;1
13174;24826;143000;144574;-1574;0
14779;13242;143000;142034;965;1
12679;23525;143000;143844;-844;0
9498;18090;143000;140058;2941;1
19427;13629;143000;145219;-2219;0
20019;9730;143000;144398;-1398;0
19029;21852;143000;147511;-4511;0
15490;19226;143000;144362;-1362;0
14971;20106;143000;144293;-1293;0
11620;14339;143000;140292;2707;1
15404;16034;143000;143314;-314;0
13302;22629;143000;143976;-976;0
14348;14945;143000;142279;720;1
14173;17317;143000;142900;99;1
15877;25711;143000;146631;-3631;0
16253;18451;143000;144624;-1624;0
15036;27317;143000;146576;-3576;0
14949;17928;143000;143602;-602;0
10346;24514;143000;142613;386;1
15831;23571;143000;145936;-2936;0
14855;26181;143000;146104;-3104;0
14152;14133;143000;141898;1101;1
12970;16146;143000;141744;1255;1
16250;15677;143000;143761;-761;0
19265;15745;143000;145770;-2770;0
16832;20826;143000;145744;-2744;0
14588;31250;143000;147502;-4502;0
14016;13396;143000;141579;1420;1
16980;28378;143000;148187;-5187;0
15299;16384;143000;143353;-353;0
15603;13327;143000;142604;395;1
9612;21010;143000;141040;1959;1
19744;28362;143000;150005;-7005;0
17460;25436;143000;147590;-4590;0
15747;17538;143000;144007;-1007;0
11140;21440;143000;142181;818;1
15252;20731;143000;144672;-1672;0
9704;16318;143000;139643;3356;1
15480;15809;143000;143294;-294;0
16191;21855;143000;145641;-2641;0
15430;25227;143000;146186;-3186;0
16110;22189;143000;145691;-2691;0
13867;19382;143000;143340;-340;0
16324;16741;143000;144140;-1140;0
17346;17890;143000;145171;-2171;0
13089;20957;143000;143316;-316;0
21453;17386;143000;147722;-4722;0
13943;21311;143000;143989;-989;0
11898;14299;143000;140463;2536;1
14402;22248;143000;144583;-1583;0
15279;21368;143000;144888;-1888;0
15384;22135;143000;145196;-2196;0
17035;23133;143000;146594;-3594;0
15293;15135;143000;142961;38;1
14120;20806;143000;143949;-949;0
18979;23388;143000;147955;-4955;0
14566;21985;143000;144610;-1610;0
12580;16734;143000;141669;1330;1
14030;13347;143000;141573;1426;1
15806;20058;143000;144829;-1829;0
15150;17811;143000;143698;-698;0
17079;23556;143000;146755;-3755;0
17333;22432;143000;146573;-3573;0
14044;15718;143000;142319;680;1
12955;30203;143000;146100;-3100;0
15860;14274;143000;143068;-68;0
17478;23030;143000;146854;-3854;0
15952;20646;143000;145108;-2108;0
15437;24667;143000;146017;-3017;0
18089;22684;143000;147150;-4150;0
12854;18175;143000;142297;702;1
13191;18765;143000;142703;296;1
15428;12708;143000;142296;703;1
14805;31997;143000;147877;-4877;0
12579;16664;143000;141647;1352;1
12901;28017;143000;145385;-2385;0
16459;19573;143000;145109;-2109;0
13873;23890;143000;144744;-1744;0
13895;27731;143000;145952;-2952;0
15784;15735;143000;143471;-471;0
11580;13318;143000;139949;3050;1
16916;8837;143000;142075;924;1
16161;21660;143000;145560;-2560;0
14374;12384;143000;141501;1498;1
12968;21549;143000;143421;-421;0
19228;22308;143000;147784;-4784;0
15427;18051;143000;143955;-955;0
14977;17181;143000;143388;-388;0
15584;19349;143000;144462;-1462;0
16937;20500;143000;145712;-2712;0
17007;20055;143000;145620;-2620;0
15544;22913;143000;145543;-2543;0
17324;27710;143000;148207;-5207;0
13208;24303;143000;144434;-1434;0
16756;21753;143000;145982;-2982;0
10403;16345;143000;140113;2886;1
14258;16066;143000;142568;431;1
17598;20774;143000;146233;-3233;0
11401;23805;143000;143088;-88;0
14038;11964;143000;141149;1850;1
17937;13497;143000;144196;-1196;0
14519;18263;143000;143422;-422;0
18296;14359;143000;144700;-1700;0
16538;14844;143000;143692;-692;0
15689;15456;143000;143322;-322;0
16474;24080;143000;146518;-3518;0
13086;28927;143000;145790;-2790;0
12144;17187;143000;141522;1477;1
11122;24885;143000;143240;-240;0
17559;10046;143000;142875;124;1
19754;24607;143000;148845;-5845;0
16232;17896;143000;144438;-1438;0
15372;22003;143000;145147;-2147;0
14584;18531;143000;143549;-549;0
13019;13098;143000;140829;2170;1
14710;17652;143000;143359;-359;0
13048;27640;143000;145365;-2365;0
12142;15691;143000;141056;1943;1
11815;22842;143000;143062;-62;0
18867;22552;143000;147622;-4622;0
10640;19019;143000;141100;1899;1
15215;18272;143000;143884;-884;0
15060;22378;143000;145057;-2057;0
18848;10349;143000;143819;-819;0
9534;17160;143000;139793;3206;1
13387;15987;143000;141969;1030;1
13097;20344;143000;143131;-131;0
13487;20577;143000;143461;-461;0
14153;19492;143000;143563;-563;0
18942;19231;143000;146640;-3640;0
13683;16060;143000;142187;812;1
14018;16696;143000;142605;394;1
17718;22260;143000;146773;-3773;0
17828;21187;143000;146513;-3513;0
17800;20953;143000;146421;-3421;0
18230;21228;143000;146790;-3790;0
13018;22350;143000;143702;-702;0
11797;26679;143000;144242;-1242;0
15805;21495;143000;145274;-2274;0
13817;13941;143000;141617;1382;1
16435;15346;143000;143780;-780;0
12525;11087;143000;139879;3120;1
15199;21537;143000;144888;-1888;0
16377;19032;143000;144886;-1886;0
12736;14475;143000;141070;1929;1
17484;18325;143000;145397;-2397;0
14701;24947;143000;145619;-2619;0
11997;20479;143000;142448;551;1
16206;22784;143000;145939;-2939;0
13787;18801;143000;143107;-107;0
15726;19828;143000;144704;-1704;0
11115;20203;143000;141781;1218;1
13839;19472;143000;143350;-350;0
15136;13320;143000;142294;705;1
15690;15394;143000;143303;-303;0
14659;21489;143000;144517;-1517;0
14119;8988;143000;140278;2721;1
19624;21359;143000;147750;-4750;0
13949;20925;143000;143874;-874;0
11569;19286;143000;141795;1204;1
19513;29806;143000;150301;-7301;0
14305;16892;143000;142856;143;1
10273;22968;143000;142084;915;1
14718;19696;143000;143999;-999;0
17560;22370;143000;146703;-3703;0
14990;13930;143000;142387;612;1
15526;17665;143000;143901;-901;0
18997;20723;143000;147139;-4139;0
10984;19406;143000;141447;1552;1
16453;19054;143000;144943;-1943;0
13999;16491;143000;142529;470;1
16458;22180;143000;145918;-2918;0
17652;19220;143000;145786;-2786;0
16458;11767;143000;142683;316;1
17429;21566;143000;146367;-3367;0
12370;15988;143000;141299;1700;1
15047;16439;143000;143204;-204;0
19109;16745;143000;145977;-2977;0
14642;14780;143000;142422;577;1
18270;18657;143000;146018;-3018;0
13984;12767;143000;141363;1636;1
10180;18117;143000;140516;2483;1
19911;28221;143000;150071;-7071;0
15232;25999;143000;146296;-3296;0
13476;19976;143000;143267;-267;0
14145;14534;143000;142018;981;1
12569;19017;143000;142371;628;1
12069;19226;143000;142106;893;1
14285;14127;143000;141983;1016;1
14057;15894;143000;142382;617;1
19777;21396;143000;147863;-4863;0
13687;18780;143000;143034;-34;0
16846;20692;143000;145711;-2711;0
12973;17874;143000;142282;717;1
17071;19655;143000;145538;-2538;0
17195;11545;143000;143100;-100;0
14238;16703;143000;142753;246;1
13929;22894;143000;144472;-1472;0
11972;13530;143000;140273;2726;1
15213;18257;143000;143878;-878;0
11063;16506;143000;140598;2401;1
13823;21622;143000;144007;-1007;0
10269;21533;143000;141636;1363;1
15107;30366;143000;147570;-4570;0
13309;24120;143000;144444;-1444;0
13660;19548;143000;143255;-255;0
13058;21509;143000;143467;-467;0
16791;30877;143000;148839;-5839;0
13190;21453;143000;143537;-537;0
16109;27827;143000;147442;-4442;0
15914;14644;143000;143218;-218;0
11937;19298;143000;142041;958;1
12961;16605;143000;141880;1119;1
16483;19246;143000;145023;-2023;0
13121;18792;143000;142665;334;1
16480;19349;143000;145053;-2053;0
12474;23909;143000;143828;-828;0
13244;17651;143000;142392;607;1
16236;13794;143000;143166;-166;0
9900;21127;143000;141266;1733;1
16869;18951;143000;145186;-2186;0
11593;14647;143000;140370;2629;1
13753;12803;143000;141221;1778;1
16701;19254;143000;145169;-2169;0
16385;15728;143000;143865;-865;0
14128;30296;143000;146902;-3902;0
15103;18299;143000;143819;-819;0
14440;12185;143000;141482;1517;1
16896;27732;143000;147931;-4931;0
15915;18953;143000;144557;-1557;0
14341;19949;143000;143829;-829;0
9995;16498;143000;139891;3108;1
14992;22039;143000;144907;-1907;0
17848;23482;143000;147239;-4239;0
16224;14222;143000;143291;-291;0
16328;17492;143000;144376;-1376;0
10512;22081;143000;141966;1033;1
13314;12273;143000;140767;2232;1
12791;24093;143000;144094;-1094;0
16130;18148;143000;144449;-1449;0
18242;21803;143000;146977;-3977;0
14774;22183;143000;144808;-1808;0
16597;16488;143000;144241;-1241;0
14692;9394;143000;140782;2217;1
16838;22995;143000;146421;-3421;0
17860;24817;143000;147661;-4661;0
15602;20042;143000;144689;-1689;0
13656;19805;143000;143332;-332;0
14474;12553;143000;141619;1380;1
13412;20817;143000;143486;-486;0
10873;20379;143000;141676;1323;1
15992;13805;143000;143009;-9;0
13636;22975;143000;144304;-1304;0
14586;18967;143000;143685;-685;0
14649;19099;143000;143768;-768;0
17821;22402;143000;146885;-3885;0
9599;16344;143000;139582;3417;1
14005;18190;143000;143061;-61;0
14163;21266;143000;144121;-1121;0
13743;16621;143000;142401;598;1
17004;28314;143000;148183;-5183;0
13487;27100;143000;145487;-2487;0
17236;19333;143000;145546;-2546;0
19462;23702;143000;148371;-5371;0
15677;22242;143000;145422;-2422;0
16295;20745;143000;145365;-2365;0
18246;21501;143000;146886;-3886;0
14787;15818;143000;142840;159;1
16652;25547;143000;147092;-4092;0
18471;22324;143000;147290;-4290;0
19986;27794;143000;149988;-6988;0
17963;22230;143000;146926;-3926;0
11866;14310;143000;140445;2554;1
17474;23769;143000;147081;-4081;0
15051;25060;143000;145885;-2885;0
13008;18868;143000;142614;385;1
12801;13053;143000;140671;2328;1
20043;23712;143000;148757;-5757;0
13316;14218;143000;141373;1626;1
17490;15126;143000;144407;-1407;0
14350;9843;143000;140696;2303;1
14544;20899;143000;144258;-1258;0
17937;22762;143000;147074;-4074;0
17991;18487;143000;145781;-2781;0
15299;8817;143000;141003;1996;1
17143;12130;143000;143248;-248;0
16163;19888;143000;145011;-2011;0
18213;14657;143000;144738;-1738;0
16512;21167;143000;145639;-2639;0
14614;23294;143000;145048;-2048;0
14415;26199;143000;145819;-2819;0
12125;25369;143000;144051;-1051;0
12018;22773;143000;143174;-174;0
15677;14493;143000;143015;-15;0
12979;17713;143000;142236;763;1
13602;23851;143000;144554;-1554;0
12522;24127;143000;143927;-927;0
16443;17031;143000;144308;-1308;0
13839;20759;143000;143749;-749;0
15176;26795;143000;146506;-3506;0
12467;16313;143000;141464;1535;1
15527;12413;143000;142270;729;1
14520;12539;143000;141645;1354;1
17540;17126;143000;145061;-2061;0
15257;21612;143000;144949;-1949;0
17681;26958;143000;148208;-5208;0
16412;20239;143000;145284;-2284;0
10379;24314;143000;142572;427;1
15383;18121;143000;143948;-948;0
18349;21768;143000;147037;-4037;0
14402;22730;143000;144733;-1733;0
11436;20887;143000;142205;794;1
14611;23809;143000;145206;-2206;0
11022;22998;143000;142587;412;1
11282;21343;143000;142245;754;1
18219;21596;143000;146897;-3897;0
9449;24934;143000;142152;847;1
13876;22984;143000;144465;-1465;0
17144;16337;143000;144555;-1555;0
16525;19753;143000;145208;-2208;0
14656;25249;143000;145683;-2683;0
16135;23806;143000;146210;-3210;0
13775;19040;143000;143173;-173;0
16135;17101;143000;144127;-1127;0
19579;25683;143000;149064;-6064;0
14335;15464;143000;142432;567;1
11350;22023;143000;142501;498;1
15962;26981;143000;147082;-4082;0
19221;20299;143000;147155;-4155;0
15455;20840;143000;144840;-1840;0
15572;14088;143000;142820;179;1
15970;22169;143000;145593;-2593;0
18388;14934;143000;144940;-1940;0
12599;18368;143000;142189;810;1
15496;21579;143000;145097;-2097;0
15519;19292;143000;144401;-1401;0
17698;11894;143000;143540;-540;0
16993;23059;143000;146544;-3544;0
14615;16375;143000;142899;100;1
14003;20491;143000;143774;-774;0
15797;22761;143000;145662;-2662;0
18084;26534;143000;148342;-5342;0
10790;18305;143000;140977;2022;1
19182;17833;143000;146364;-3364;0
11033;17253;143000;140810;2189;1
12951;22189;143000;143608;-608;0
13591;27094;143000;145554;-2554;0
16537;19917;143000;145267;-2267;0
16650;28017;143000;147857;-4857;0
14799;25323;143000;145800;-2800;0
14002;15004;143000;142069;930;1
16714;20245;143000;145485;-2485;0
15265;24182;143000;145753;-2753;0
18934;20829;143000;147131;-4131;0
16684;17478;143000;144606;-1606;0
16730;20033;143000;145430;-2430;0
14949;18287;143000;143713;-713;0
16099;21861;143000;145582;-2582;0
9988;20279;143000;141061;1938;1
17331;22147;143000;146483;-3483;0
16781;14166;143000;143641;-641;0
15814;21643;143000;145326;-2326;0
16946;23374;143000;146610;-3610;0
16012;15339;143000;143499;-499;0
13529;16630;143000;142262;737;1
16276;18946;143000;144793;-1793;0
20134;27379;143000;149957;-6957;0
15352;18170;143000;143943;-943;0
15225;19156;143000;144165;-1165;0
13175;18730;143000;142681;318;1
15026;22240;143000;144992;-1992;0
15673;15769;143000;143409;-409;0
12888;23215;143000;143885;-885;0
16362;15330;143000;143727;-727;0
12293;14248;143000;140708;2291;1
14018;25232;143000;145257;-2257;0
15773;23188;143000;145779;-2779;0
12544;9019;143000;139249;3750;1
15757;13193;143000;142664;335;1
16644;16607;143000;144309;-1309;0
16099;8912;143000;141560;1439;1
13013;26314;143000;144930;-1930;0
10588;16894;143000;140405;2594;1
12283;16122;143000;141283;1716;1
14260;20198;143000;143853;-853;0
14534;25396;143000;145648;-2648;0
12971;17524;143000;142172;827;1
15493;17393;143000;143794;-794;0
20916;20169;143000;148233;-5233;0
14267;26147;143000;145705;-2705;0
14437;23807;143000;145091;-2091;0
13466;11360;143000;140584;2415;1
11876;19858;143000;142175;824;1
13025;20035;143000;142988;11;1
13066;17684;143000;142285;714;1
11413;15940;143000;140653;2346;1
13090;16226;143000;141847;1152;1
15465;15296;143000;143125;-125;0
16594;17228;143000;144469;-1469;0
15491;23833;143000;145794;-2794;0
14643;14498;143000;142335;664;1
13745;5826;143000;139049;3950;1
14288;14948;143000;142240;759;1
13228;25230;143000;144735;-1735;0
14286;19167;143000;143550;-550;0
18063;20205;143000;146363;-3363;0
14611;22824;143000;144900;-1900;0
16111;21736;143000;145551;-2551;0
19207;16922;143000;146097;-3097;0
9304;8043;143000;136809;6190;1
15203;15421;143000;142991;8;1
12170;17737;143000;141710;1289;1
17985;22382;143000;146987;-3987;0
9281;22902;143000;141410;1589;1
12491;25945;143000;144472;-1472;0
17773;28049;143000;148608;-5608;0
18732;19252;143000;146508;-3508;0
16211;29846;143000;148136;-5136;0
13755;19084;143000;143174;-174;0
11921;19048;143000;141953;1046;1
11319;19822;143000;141797;1202;1
16713;19258;143000;145178;-2178;0
19280;20849;143000;147365;-4365;0
17989;20090;143000;146278;-3278;0
13205;18773;143000;142714;285;1
9037;15275;143000;138880;4119;1
12674;20050;143000;142761;238;1
11887;26663;143000;144296;-1296;0
17881;18559;143000;145731;-2731;0
17547;25070;143000;147534;-4534;0
15972;16879;143000;143951;-951;0
14350;22640;143000;144671;-1671;0
17293;19809;143000;145732;-2732;0
16866;23073;143000;146464;-3464;0
15890;27700;143000;147258;-4258;0
17091;24888;143000;147176;-4176;0
14220;23853;143000;144962;-1962;0
14111;16498;143000;142605;394;1
14713;17909;143000;143440;-440;0
14019;16500;143000;142545;454;1
14315;19812;143000;143769;-769;0
13385;19555;143000;143076;-76;0
